ANO_INF,TIPO,CODIGO_DANE,DANE_ANTERIOR,CONS_SEDE,INSTITUCION,COMUNA,ZONA,NUCLEO,GENERO,VICTIMA,DISCAPACIDAD,CAPACIDADES,ETNIAS,JORNADA,CARÁCTER,ESPECIALIDAD,GRADO,NIVEL,METODOLOGIA
2024,PRIVADO CALENDARIO A,466001800026,466001800026,46600180002601,LICEO CAMPESTRE PHILADELPHIA,MORELIA,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,ÚNICA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005960,466001005960,46600100596001,LICEO MERANI,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800328,466001800328,46600180032801,INSTITUTO PEDAGÓGICO HARVARD,SAN JOAQUIN,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001005434,366001005434,36600100543401,INSTITUTO COMFAMILIAR,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Ciclo 3 Adultos,Básica Secundaria Jóvenes y Adultos,Programa para jóvenes en extraedad y adultos
2024,PRIVADO CALENDARIO A,366001003377,366001003377,36600100337701,COLEGIO ADORATRICES,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,No Aplica,TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001005779,366001005779,36600100577901,COLEGIO NUEVO LICEO MABELY,SAN JOAQUIN,URBANA,2,M,SI,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007411,366001007411,36600100741101,LICEO DIVINO NIÑO,CENTRO,URBANA,4,F,NO,Múltiple,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006741,366001006741,36600100674101,COLEGIO ANGLO COLOMBIANO,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Ciclo 5 Adultos,Media  Jóvenes y Adultos,Programa para jóvenes en extraedad y adultos
2024,PRIVADO CALENDARIO A,366001000688,366001000688,36600100068801,INMACULADO CORAZON DE MARIA -RELIGIOSAS FRANCISCANS,LA BELLA,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003377,366001003377,36600100337701,COLEGIO ADORATRICES,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,M,SI,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001007423,466001007423,46600100742301,LICEO CREATIVO MENDEL,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005358,466001005358,46600100535801,LICEO PINO VERDE,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000688,366001000688,36600100068801,INMACULADO CORAZON DE MARIA -RELIGIOSAS FRANCISCANS,LA BELLA,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006112,366001006112,36600100611201,COLEGIO SAINT ANDREWS,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006112,366001006112,36600100611201,COLEGIO SAINT ANDREWS,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Octavo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007119,366001007119,36600100711901,COLEGIO BASICO MONTELIBANO,EL OSO,URBANA,8,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800026,466001800026,46600180002601,LICEO CAMPESTRE PHILADELPHIA,MORELIA,RURAL,2,M,NO,Transtorno del Espectro Autista,NO APLICA,NO APLICA,ÚNICA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007356,366001007356,36600100735601,LICEO TALLER PABLO PICASSO,EL OSO,URBANA,8,M,NO,No Aplica,CAPACIDADES EXCEPCIONALES,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,Física Movilidad,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006902,366001006902,36600100690201,LICEO BRILLANTE,COMUNA DEL CAFÉ,URBANA,5,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007364,366001007364,36600100736401,COLEGIO CRISTIANO FARES,FERROCARIL,URBANA,3,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006791,366001006791,36600100679101,FUNDACION CINDES,OLIMPICA,URBANA,8,M,NO,Intelectual,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007364,366001007364,36600100736401,COLEGIO CRISTIANO FARES,FERROCARIL,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007364,366001007364,36600100736401,COLEGIO CRISTIANO FARES,FERROCARIL,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006911,366001006911,36600100691101,CENTRO EDUCATIVO LICEO PANAMERICANO,COMUNA DEL CAFÉ,URBANA,5,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006112,366001006112,36600100611201,COLEGIO SAINT ANDREWS,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001005141,366001005141,36600100514101,RAFAEL REYES,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800328,466001800328,46600180032801,INSTITUTO PEDAGÓGICO HARVARD,SAN JOAQUIN,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005897,466001005897,46600100589701,LICEO CAMPESTRE APRENDAMOS FELICES,SAN JOAQUIN,URBANA,2,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006830,366001006830,36600100683001,LICEO TEATRIN DE SUEÑOS II,OLIMPICA,URBANA,8,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800026,466001800026,46600180002601,LICEO CAMPESTRE PHILADELPHIA,MORELIA,RURAL,2,F,NO,No Aplica,NO APLICA,NO APLICA,ÚNICA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005358,466001005358,46600100535801,LICEO PINO VERDE,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003377,366001003377,36600100337701,COLEGIO ADORATRICES,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003377,366001003377,36600100337701,COLEGIO ADORATRICES,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,F,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000700,366001000700,36600100070001,COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,MORELIA,RURAL,2,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007283,366001007283,36600100728301,PREESCOLAR CRAYOLAS Y GARABATOS,OLIMPICA,URBANA,8,F,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005358,466001005358,46600100535801,LICEO PINO VERDE,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001007491,466001007491,46600100749101,CORPORACIÓN INSTITUTO PEDAGÓGICO DE FORMACIÓN INTEGRAL,CERRITOS,URBANA,6,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000742,366001000742,36600100074201,COLEGIO CALASANZ PEREIRA,JARDIN,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001004560,366001004560,36600100456001,COLEGIO AMERICANO,VILLAVICENCIO,URBANA,7,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005960,466001005960,46600100596001,LICEO MERANI,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006970,366001006970,36600100697001,ALTERNATIVA PEDAGOGICA,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006112,366001006112,36600100611201,COLEGIO SAINT ANDREWS,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006970,366001006970,36600100697001,ALTERNATIVA PEDAGOGICA,CENTRO,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003334,366001003334,36600100333401,ANUNCIACION,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001007097,366001007097,36600100709701,INST PEDAG DE CULTURA Y ARTE,EL JARDIN,URBANA,3,F,SI,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800328,466001800328,46600180032801,INSTITUTO PEDAGÓGICO HARVARD,SAN JOAQUIN,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,F,NO,No Aplica,CAPACIDADES EXCEPCIONALES,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001005035,366001005035,36600100503501,GIMNASIO CREATIVO LOS ANDES,CENTRO,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006911,366001006911,36600100691101,CENTRO EDUCATIVO LICEO PANAMERICANO,COMUNA DEL CAFÉ,URBANA,5,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006112,366001006112,36600100611201,COLEGIO SAINT ANDREWS,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000700,366001000700,36600100070001,COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,MORELIA,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000751,366001000751,36600100075101,LA SALLE,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Octavo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005358,466001005358,46600100535801,LICEO PINO VERDE,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001007423,466001007423,46600100742301,LICEO CREATIVO MENDEL,CERRITOS,RURAL,6,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006708,366001006708,36600100670801,LIC BILINGÜE EL POBLADO,POBLADO,URBANA,3,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000700,366001000700,36600100070001,COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,MORELIA,RURAL,2,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003318,366001003318,36600100331801,COL SANTA ROSA DE LIMA,CUBA,URBANA,8,M,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000700,366001000700,36600100070001,COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,MORELIA,RURAL,2,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001800099,366001800099,36600180009901,LICEO LERNI,COMUNA DEL CAFÉ,URBANA,5,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001800328,466001800328,46600180032801,INSTITUTO PEDAGÓGICO HARVARD,SAN JOAQUIN,RURAL,2,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006911,366001006911,36600100691101,CENTRO EDUCATIVO LICEO PANAMERICANO,COMUNA DEL CAFÉ,URBANA,5,M,NO,No Aplica,NO APLICA,NEGRITUDES,TARDE,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001005434,366001005434,36600100543401,INSTITUTO COMFAMILIAR,CENTRO,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,TARDE,NO APLICA,NO APLICA,Ciclo 3 Adultos,Básica Secundaria Jóvenes y Adultos,Programa para jóvenes en extraedad y adultos
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Sexto,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,F,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Tercero,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001002800,366001002800,36600100280001,COLEGIO SAN JOSE,RIO OTUN,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001000670,366001000670,36600100067001,GIMNASIO PEREIRA,ORIENTE,URBANA,7,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005358,466001005358,46600100535801,LICEO PINO VERDE,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Tercero,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001003407,366001003407,36600100340701,COLEGIO INSTITUTO NINO DE JESUS,CENTRO,URBANA,4,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Séptimo,Básica Secundaria,Educación tradicional
2024,PRIVADO CALENDARIO A,366001006881,366001006881,36600100688101,JARDIN INFANTIL MAMA GANZO,Alfonso Lopez,URBANA,7,M,NO,No Aplica,NO APLICA,NO APLICA,MAÑANA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005871,466001005871,46600100587101,COLEGIO ANGLOAMERICANO,TRIBUNAS,RURAL,1,M,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Quinto,Básica Primaria,Educación tradicional
2024,PRIVADO CALENDARIO A,466001005960,466001005960,46600100596001,LICEO MERANI,CERRITOS,RURAL,6,F,NO,No Aplica,NO APLICA,NO APLICA,COMPLETA,NO APLICA,NO APLICA,Cuarto,Básica Primaria,Educación tradicional
